_timestamp,loss,difficulty,reward_component/docking,_step,_runtime,samples/episode_outcomes,action_type/ADD_FRAGMENT,verifier/lipinski_pass_rate,reward_std,verifier/truncation_rate,episode/diversity_unique_pct,kl,min_reward,reward_component/sa,parse_rate,policy_loss,mean_reward,max_reward,step,episode/mean_length,verifier/invalid_action_rate,invalid_action_rate,verifier/parse_rate,reward_component/qed,grad_norm,n_transitions,reward_component/toxicity_clean
1777188216.5835717,0.024492795765399932,trivial,0.007500352120145128,26,604.315691847,,80.0,0.0,0.3477865026422131,1.0,0.5,0.6123195497319103,2.064751080011144,0.9224186055219179,0.0,1.8440186977386475e-08,2.6405070022411934,2.8937423652008736,25,10.0,0.0,0.0,0.0,0.4468514004482386,0.625,80.0,1.0
1777188217.878137,,,,27,605.609718053,"{'artifact_path': 'wandb-client-artifact://hsmarf8kuxz97o9repc2ub6m1dvfd2rk6ggby7wol3koeoy3r1r0dyanfjmf0phqzxo8isbpav6mapkonspg5rnvbm0989mkuplspdyyh4l9b45mg4qeypt2pgzn1jbl/samples/episode_outcomes.table.json', '_type': 'table-file', 'size': 847, '_latest_artifact_path': 'wandb-client-artifact://qsr303hruwe0ebd0hhb4otc3tcf4ub5qwqpdcx5pmrvboheku6qjqs69f7kiq2yqci9y8uky2piw2v5o3qgt5d25td45uuqohc2gahigd5u0wpo2omlsfa3x6u0cp1uh:latest/samples/episode_outcomes.table.json', 'ncols': 8, 'nrows': 8, 'path': 'media/table/samples/episode_outcomes_27_66b517084020422b1051.table.json', 'sha256': '66b517084020422b10516ee1de47c55f30a9e388f28bf6866a49356342d70f4a', 'log_mode': 'IMMUTABLE'}",,,,,,,,,,,,,25,,,,,,,,
1777188242.4986413,0.02238328494131565,trivial,0.00838973249740209,28,630.230501282,,80.0,0.625,1.8403292456126774,1.0,0.625,0.5595822360366582,2.064751080011144,0.9154649384376865,0.0,-3.3527612686157227e-09,4.570264244232101,6.1901359782506455,26,10.0,0.0,0.0,0.0,0.48451127477507694,0.462890625,80.0,1.0
1777188265.7917607,0.02500372864305973,trivial,0.0045780811849289475,29,653.523778807,,80.0,0.875,2.3624123778646133,1.0,0.875,0.6250940944999457,-0.9999999999999999,0.7773266358546087,0.0,-3.650784492492676e-08,4.5562403581150575,6.149711264294099,27,10.0,0.125,0.125,0.0,0.45524010916309393,0.69921875,80.0,0.875
1777188290.6918411,0.021929138526320457,trivial,0.00466881634208305,30,678.423939277,,80.0,0.875,2.354771953043295,1.0,0.75,0.5482284933328628,-0.9999999999999999,0.77284865347324,0.0,1.1175870895385742e-09,4.547940305443677,6.1901359782506455,28,10.0,0.125,0.125,0.0,0.454410103895956,0.6796875,80.0,0.875
1777188314.9978688,0.02267811819911003,trivial,0.004152732514764188,31,702.729896003,,80.0,0.75,2.4168173001791895,1.0,0.625,0.5669534668326378,-0.9999999999999999,0.7911404821074791,0.0,-2.1979212760925294e-08,4.331351332013651,6.1901359782506455,29,10.0,0.125,0.125,0.0,0.4642286923313869,0.69921875,80.0,0.875
1777188339.224841,0.02442310582846403,trivial,0.006868537531777324,32,726.956818009,,80.0,0.5,2.2261662720773625,1.0,0.875,0.6105775251984596,-0.9999999999999999,0.7956646254028438,0.0,8.754432201385498e-09,3.2609550550388797,5.8836072300661595,30,10.0,0.125,0.125,0.0,0.40353631765778736,0.443359375,80.0,0.875
1777188364.1391213,0.02176580410450697,trivial,0.005222612586370376,33,751.871125274,,80.0,0.5,2.217555475201645,1.0,0.875,0.5441451493650675,-0.9999999999999999,0.8019484222025676,0.0,-4.470348358154297e-09,3.3814519560597,6.149711264294099,31,10.0,0.125,0.125,0.0,0.423448398824741,0.283203125,80.0,0.875
1777188388.4499373,0.022396788559854032,trivial,0.00448135236341061,34,776.181949465,,80.0,1.0,0.18643862224565363,1.0,0.75,0.5599201712757349,5.592905673346615,0.8950549297842265,0.0,-1.862645149230957e-08,5.906628642847932,6.1901359782506455,32,10.0,0.0,0.0,0.0,0.5406628642847933,0.5390625,80.0,1.0
1777188413.4861412,0.022269969433546068,trivial,0.008386230173754347,35,801.218195433,,80.0,0.375,1.7093857122735252,1.0,0.75,0.5567487679421902,2.064751080011144,0.9312917123752517,0.0,1.7881393432617187e-08,3.7388746650529816,6.149711264294099,33,10.0,0.0,0.0,0.0,0.46341016977376415,0.578125,80.0,1.0
1777188437.917832,0.022116733342409135,trivial,0.007773342937056192,36,825.649803224,,80.0,0.375,1.6152305370659492,1.0,0.5,0.5529176751151681,2.064751080011144,0.8882422473333368,0.0,2.5331974029541015e-08,3.771243583642999,6.149711264294099,34,10.0,0.0,0.0,0.0,0.4664439021304081,0.40625,80.0,1.0
1777188461.977959,0.02413773164153099,trivial,0.006145866778510904,37,849.71003214,,80.0,0.375,1.4586920719725878,1.0,0.75,0.6034438000991941,2.064751080011144,0.9448796573706554,0.0,-2.2351741790771484e-08,3.766281140275408,5.953591972107304,35,10.0,0.0,0.0,0.0,0.47431891457430103,1.0546875,80.0,1.0
1777188486.932875,0.020941784232854845,trivial,0.004218468211704266,38,874.665162452,,80.0,0.75,1.298194819951415,1.0,0.625,0.523546494729817,2.8937423652008736,0.8899649347481855,0.0,-7.599592208862304e-08,5.107455120636705,6.1901359782506455,36,10.0,0.0,0.0,0.0,0.5230890711936923,0.37890625,80.0,1.0
