_runtime,_timestamp,_wandb,system.cpu,system.disk./.usageGB,system.disk./.usagePercent,system.disk.md127.in,system.disk.md127.out,system.gpu.0.correctedMemoryErrors,system.gpu.0.enforcedPowerLimitWatts,system.gpu.0.gpu,system.gpu.0.memory,system.gpu.0.memoryAllocated,system.gpu.0.memoryAllocatedBytes,system.gpu.0.memoryClock,system.gpu.0.powerPercent,system.gpu.0.powerWatts,system.gpu.0.smClock,system.gpu.0.temp,system.gpu.0.uncorrectedMemoryErrors,system.memory_percent,system.network.recv,system.network.sent,system.proc.cpu.threads,system.proc.memory.availableMB,system.proc.memory.percent,system.proc.memory.rssMB
7365.473384698,1777194977.2712827,True,1.0359975997942041,890.8537330627441,3.14686947444922,1.078125,19980.3203125,,,,,,,,,,,,,2.9471210312534613,56877193.0,40417235.0,280.0,1987605.41015625,0.11179963564947339,2289.61328125
7380.472157418,1777194992.2700555,True,,,,,,0.0,700.0,29.0,4.0,2.554670274255587,3851288576.0,3201.0,22.84471428571429,159.913,1980.0,46.0,0.0,,,,,,,
7380.47351017,1777194992.271408,True,1.0360048239727118,890.8576202392578,3.146883205588978,1.078125,19981.0546875,,,,,,,,,,,,,2.9476631099760136,56890588.0,40431286.0,280.0,1987594.30859375,0.11179963564947339,2289.61328125
7395.47187309,1777195007.269771,True,,,,,,0.0,700.0,39.0,5.0,2.554670274255587,3851288576.0,3201.0,23.36171428571429,163.532,1980.0,46.0,0.0,,,,,,,
7395.473534923,1777195007.2714329,True,1.0360022366238375,890.8576393127441,3.1468832729645415,1.078125,19981.7666015625,,,,,,,,,,,,,2.9475189116951377,56990065.0,40534148.0,280.0,1987597.26171875,0.11179963564947339,2289.61328125
7410.4724387,1777195022.2703366,True,,,,,,0.0,700.0,39.0,5.0,2.554670274255587,3851288576.0,3201.0,23.489571428571427,164.427,1980.0,46.0,0.0,,,,,,,
7410.474204573,1777195022.2721026,True,1.0359981733325185,890.8576202392578,3.146883205588978,1.078125,19982.4814453125,,,,,,,,,,,,,2.9496752100619426,57110168.0,40654826.0,280.0,1987553.1015625,0.11179963564947339,2289.61328125
7425.472458888,1777195037.270357,True,,,,,,0.0,700.0,20.0,3.0,2.554670274255587,3851288576.0,3201.0,23.17214285714286,162.205,1980.0,46.0,0.0,,,,,,,
7425.473716132,1777195037.271614,True,1.0359998620623683,890.8576393127441,3.1468832729645415,1.078125,19983.20849609375,,,,,,,,,,,,,2.951675293624465,57152732.0,40697968.0,280.0,1987512.140625,0.11179963564947339,2289.61328125
7440.47245008,1777195052.270348,True,,,,,,0.0,700.0,29.0,4.0,2.554670274255587,3851288576.0,3201.0,23.31042857142857,163.173,1980.0,47.0,0.0,,,,,,,
7440.473604632,1777195052.2715027,True,1.035998707891199,890.8576812744141,3.14688342119078,1.078125,19983.98974609375,,,,,,,,,,,,,2.951971701201821,57247247.0,40793115.0,280.0,1987506.0703125,0.11179963564947339,2289.61328125
7455.472478272,1777195067.2703762,True,,,,,,0.0,700.0,31.0,4.0,2.554670274255587,3851288576.0,3201.0,23.15285714285714,162.07,1980.0,47.0,0.0,,,,,,,
7455.473656374,1777195067.2715545,True,1.0359961435042244,890.8577003479004,3.1468834885663433,1.078125,19985.23388671875,,,,,,,,,,,,,2.948954218657562,57342490.0,40891685.0,280.0,1987567.8671875,0.11179963564947339,2289.61328125
7470.472747478,1777195082.2706454,True,,,,,,0.0,700.0,18.0,3.0,2.554670274255587,3851288576.0,3201.0,23.14442857142857,162.011,1980.0,47.0,0.0,,,,,,,
7470.474013273,1777195082.2719114,True,1.0359949481881285,890.8576812744141,3.14688342119078,1.078125,19986.06982421875,,,,,,,,,,,,,2.949988021147441,57421981.0,40971756.0,280.0,1987546.6953125,0.11179963564947339,2289.61328125
7485.472015723,1777195097.2699137,True,,,,,,0.0,700.0,35.0,5.0,2.554670274255587,3851288576.0,3201.0,23.338142857142856,163.367,1980.0,47.0,0.0,,,,,,,
7485.473472386,1777195097.2713704,True,1.0360007822281345,890.8655319213867,3.1469111529725486,1.078125,19987.25146484375,,,,,,,,,,,,,2.9489046266562022,57443975.0,40994329.0,280.0,1987568.8828125,0.11179963564947339,2289.61328125
7500.472167562,1777195112.2700655,True,,,,,,0.0,700.0,36.0,5.0,2.554670274255587,3851288576.0,3201.0,23.22471428571429,162.573,1980.0,47.0,0.0,,,,,,,
7500.473766427,1777195112.2716644,True,1.0359954415859525,890.8654632568359,3.1469109104205217,1.078125,19987.97802734375,,,,,,,,,,,,,2.950262684539586,57566975.0,41120784.0,280.0,1987541.0703125,0.11179963564947339,2289.61328125
7515.471948473,1777195127.2698464,True,,,,,,0.0,700.0,39.0,5.0,2.554670274255587,3851288576.0,3201.0,23.452285714285715,164.166,1980.0,47.0,0.0,,,,,,,
7515.473303654,1777195127.2712016,True,1.0359902176496263,890.8654823303223,3.146910977796084,1.078125,19989.27685546875,,,,,,,,,,,,,2.951993445387033,57675366.0,41229864.0,280.0,1987505.625,0.11179963564947339,2289.61328125
7530.471939199,1777195142.2698371,True,,,,,,0.0,700.0,19.0,3.0,2.554670274255587,3851288576.0,3201.0,23.105857142857143,161.741,1980.0,47.0,0.0,,,,,,,
7530.473450663,1777195142.2713487,True,1.035997321525714,890.8647193908691,3.1469082827735613,1.078125,19990.02685546875,,,,,,,,,,,,,2.9496572806460666,57690967.0,41246143.0,280.0,1987553.46875,0.11179963564947339,2289.61328125
7545.471812739,1777195157.2697108,True,,,,,,0.0,700.0,39.0,5.0,2.554670274255587,3851288576.0,3201.0,23.468285714285713,164.278,1980.0,47.0,0.0,,,,,,,
7545.473459849,1777195157.2713578,True,1.0359920514247933,890.8644256591797,3.1469072451898894,1.078125,19991.16259765625,,,,,,,,,,,,,2.950088540319427,57792557.0,41348421.0,280.0,1987544.63671875,0.11179963564947339,2289.61328125
7560.472523482,1777195172.2704215,True,,,,,,0.0,700.0,35.0,5.0,2.554670274255587,3851288576.0,3201.0,23.462857142857143,164.24,1980.0,47.0,0.0,,,,,,,
7560.473667613,1777195172.2715657,True,1.0359922585337358,890.8665618896484,3.1469147912529554,1.078125,19991.93603515625,,,,,,,,,,,,,2.949787936495802,57875882.0,41435233.0,280.0,1987550.79296875,0.11179963564947339,2289.61328125
7575.472941569,1777195187.2708395,True,,,,,,0.0,700.0,18.0,3.0,2.554670274255587,3851288576.0,3201.0,23.42514285714286,163.976,1980.0,47.0,0.0,,,,,,,
7575.474607325,1777195187.2725053,True,1.0359910017622576,890.8744430541992,3.146942630835625,1.078125,19993.0751953125,,,,,,,,,,,,,2.9490514952756133,57957912.0,41518014.0,280.0,1987565.875,0.11179963564947339,2289.61328125
7590.47242427,1777195202.2703223,True,,,,,,0.0,700.0,36.0,5.0,2.554670274255587,3851288576.0,3201.0,23.563142857142857,164.942,1980.0,47.0,0.0,,,,,,,
7590.473610713,1777195202.2715087,True,1.0359981811927306,890.8606834411621,3.146894026104411,1.078125,19994.1142578125,,,,,,,,,,,,,2.9494480405480226,57980094.0,41540881.0,280.0,1987557.75390625,0.11179963564947339,2289.61328125
7605.472459463,1777195217.2703574,True,,,,,,0.0,700.0,39.0,5.0,2.554670274255587,3851288576.0,3201.0,23.431714285714282,164.022,1980.0,47.0,0.0,,,,,,,
7605.47369407,1777195217.2715921,True,1.0359956654439266,890.8492317199707,3.1468535738163306,1.078125,19995.3994140625,,,,,,,,,,,,,2.949327875313959,58075953.0,41640297.0,280.0,1987560.21484375,0.11179963564947339,2289.61328125
